index,play_strats,counter_strats
https://lol.qq.com/data/info-defail.shtml?id=143,"
- 在你的技能施放之后，再往你的技能路径上播下种子，可以确保你的种子能够百分百变成植物。
- 种子可以为你的队伍提供视野，请好好利用。
- 婕拉是一个出色的伏击手——寻找时机，然后在草丛里布下陷阱，再诱引敌人进来。","
- 你可以通过踩掉婕拉的种子来摧毁它们。如果她想在你要这么做时把种子长成植物，那么就在最后关头撤退。
- 如果婕拉把植物放在过于远离她自己的地方，贴到她身边将是个明智的举动。
- 植物会从攻击和效果中受到固定伤害，类似守卫。它们本身也会快速消亡。
- 把战斗转移到一个不同的地方，就能让婕拉无法有效利用她积累的种子。
- 婕拉的【W狂野生长】所播下的种子更大一些，颜色也有所不同，并且会为她的团队提供小幅视野。"
https://lol.qq.com/data/info-defail.shtml?id=145,"
-尝试抓住对方落单的输出，并用艾卡西亚暴雨来将其轰杀。
与你的队友一起发动你的终极技能，并利用你的被动来充分输出伤害。
确保购买那些能够至少进化你1到2个技能的装备。","
-卡莎非常善于带走落单的敌人。要对付她就得保持抱团。
卡莎很容易就会在对抗法师和超远程输出时陷入射程劣势。
请时刻保证自己已在盲区布置了守卫，这样一来就能看到卡莎的到来了。"
https://lol.qq.com/data/info-defail.shtml?id=147,,
https://lol.qq.com/data/info-defail.shtml?id=150,"
- 掌握好你的怒气，是非常重要的。尽量掌握好你的变形时机，来让你能从两个形态中获得最大的收益。
- 靠着墙边走位，来引诱你的敌人靠近，然后用终极技能把他们震晕在墙上。
- 要了解你的强项！小型纳尔快速但脆弱，能够输出高额持续伤害。巨型纳尔迟缓但结实，并能输出高额爆发伤害。","
- 纳尔在从大变小后的15秒里，不能获得怒气。利用这个机会来和对面开战吧。
- 纳尔的动画和资源槽会在他不断接近可变形状态时跟着改变。
- 如果你被纳尔的终极技能震到墙上，那么就会承受晕眩效果。在墙边跟他作战时，要特别小心。"
https://lol.qq.com/data/info-defail.shtml?id=154,"
- 如果你想要维持血量的话，要特别注重粘液的拾取。
- 当细胞分裂准备就绪时，尽量死在敌人难以击杀你的细胞组织的地方。
- 尽量在敌人的视野外进行橡筋弹弓的充能，好让敌人更难对它做出反应。","
- 从扎克身上分裂出去的那些粘液，可以为扎克提供治疗效果。你走到它们身上就可以踩碎它们了。
- 在扎克分裂之后，要杀掉所有的细胞组织，才能阻止他重组。
- 在扎克为他的橡筋弹弓充能时，你可以用沉默、晕眩、束缚和击飞效果来干扰他。"
https://lol.qq.com/data/info-defail.shtml?id=157,"
- 你可以将敌方小兵作为踏前斩的跳板，来追杀本已逃掉的敌人；你也可以直接突进到对方英雄身上，并将敌方小兵作为撤退时的跳板。
- 在18级时，亚索的斩钢闪只需要从装备中获取 55% 攻击速度，即可到达攻击速度上限。
- 狂风绝息斩可以对着任何浮空的目标施放，即使这个击飞效果是你的友军造成的。","
- 斩钢闪的范围非常狭窄。尽可能靠边，就能躲过这招。
- 当亚索的斩钢闪连续命中两次时，他的下次斩钢闪就会形成一道旋风。要观察他的增益栏，并且留心聆听相关音效，做好躲避这招的准备。
- 亚索在发出旋风之后最为虚弱，可以趁机逼他交战。
- 亚索的百折不屈的护盾只持续2秒。对他造成伤害即可将护盾触发。先等护盾消失，然后再开战。"
https://lol.qq.com/data/info-defail.shtml?id=161,"
- 在对线时，使用虚空裂隙来击杀小兵，同时在敌方英雄身上叠加有机体解构效果。然后你可以接其它技能。
- 侧身发射等离子裂变，并让它在最大距离处分裂，就能让这个技能命中初始施法距离之外的敌人，这也是一个值得去掌握的技巧。
- 要非常谨慎地挑选终极技能的使用时机。大部分英雄的技能都可以打断这个技能。","
- 如果在战斗中对维克兹不管不顾的话，他就会非常致命。尽量趁早将他集火掉。
- 维克兹的机动能力相当低下，因此容易被 GANK。
- 晕眩、沉默和击飞效果都可以打断维克兹的生命形态瓦解射线。"
https://lol.qq.com/data/info-defail.shtml?id=163,"
- 尝试用【W岩突】来把敌人扔到【E撒石阵】上。
- 切记，没有必要总是搭乘【R墙幔】。
- 一旦你做出【瑞莱的冰晶节杖】，朝那些正在追击你的 敌人使用【Q石穿】能够很有效地让他们为此感到后悔。","
- 当塔莉垭在线上放下【E撒石阵】时，要注意躲开她的【W岩突】。如果她把你扔到雷区中，就会有各种石头来打断你的骨头。
- 塔莉垭的【Q石穿】会朝一个方向锁定。如果她对你使用这个技能，就要尽快躲到边上去！"
https://lol.qq.com/data/info-defail.shtml?id=164,"
- 尽量先等你的队友吸引敌方队伍的注意力，然后再用【E钩索】接近敌方脆弱的后排英雄们。
- 利用好你技能的控制效果，从而让你的【Q精准礼仪】的两段攻击都能打到敌人身上。","
- 卡蜜尔的护盾只能对一种伤害类型生效，所以尽量趁她无法抵挡你的伤害时对她发起攻击。
- 【R海克斯最后通牒】的施放距离很短，所以尽量与她保持距离，并在她接近你之前就闪现逃开。"
https://lol.qq.com/data/info-defail.shtml?id=201,"
- 和你的队友一起叠加【震荡猛击】效果，鼓励他们对被标记的目标进行普攻。
- 你可以用【坚不可摧】跳到脆皮队友的前方，然后为他们阻挡敌方的飞行道具。
- 【冰川裂隙】会生成一块强大的减速区域，你可以利用它来分割敌方阵形，并减缓敌方进入战场的速度。","
- 布隆必须用【寒冬之咬】或普攻来施加第一层【震荡猛击】效果。如果你被标记了，那就在承受另外的3次攻击之前退出战斗区域，从而避免被击晕。
- 布隆的终极技能施法时间较长，利用这段时间来躲避。这个技能造成的冻结地面会使你被减速，因此如果你不是那么迫切地需要踩过去，那么你可以用谨慎的走位来应对。
- 【坚不可摧】会为布隆提供超强的定向防御力，所以要么就绕到侧面，要么就先等他把盾牌放下去。"
https://lol.qq.com/data/info-defail.shtml?id=202,"
- 【W致命华彩】有着难以置信的超远射程。在加入一场战斗之前，先观察下前方是否有能被你禁锢的敌人。
- 对方的生命值越高，你的终极技能造成的伤害值越低。好好观察局势，找机会送那些残血的敌人上路。
- 你在装弹时仍然可以施放技能。利用技能来撑过装弹时的脆弱期。","
- 【W致命华彩】只会禁锢那些在前4秒被烬的普攻、陷阱、或友方英雄给命中的敌人。
- 烬会在地图各处放置陷阱。当心你的脚下！
- 烬的攻击非常强力，但他会在射出第四发子弹后装填子弹。利用这段时间接近他并将他轰趴。"
https://lol.qq.com/data/info-defail.shtml?id=203,"
-在打野时，利用攻击间隔进行移动，会有助于你避免受伤并从【W狼灵狂热】中获得更多治疗效果。
-要谨慎地挑选你想要追杀的狩猎目标；尽可能多地干掉狩猎目标，是通向胜利的关键。
-在大型团战中，不要冲在第一个。等你的队友开团后再加入战斗。","
-千珏是个脆皮英雄——对他们施加压力，他们就会被迫小心翼翼。
-抢掉被狼灵标记的野怪营地，会延缓千珏的伤害输出。
-当千珏使用【R羊灵生息】时，范围内的所有英雄都不会死亡，要注意并利用好这一点。"
https://lol.qq.com/data/info-defail.shtml?id=222,"
- 火箭并不总是最佳选择！金克丝的轻机枪在预热完毕后，也拥有难以置信的威力。当敌方英雄快要抓到你时，就换成轻机枪射个痛快吧！
- 金克丝的火箭会对爆炸范围内的所有敌人造成完全伤害。在对线时，可以朝小兵发射火箭来溅射附近的敌方英雄，并且还不会吸引小兵的仇恨。
- 当战斗开始时，尽量呆在交战区域的边缘位置，用火箭和震荡电磁波来从远处轰击对手。除非你觉得己方优势很明显，否则不要跑上前去用轻机枪扫射。","
- 金克丝的轻机枪需要花费时间来预热，才能发挥全部实力。如果你看到她在远处发射火箭，就要尽量突进过去将她放倒。
- 你离金克丝越近，她的终极技能对你造成的伤害值就越低。
- 金克丝的陷阱手雷的冷却时间很长，并且是她的主要防身武器。如果手雷没扔中敌人，就会在交战时陷入困境。"
https://lol.qq.com/data/info-defail.shtml?id=223,"
-在辅助时，你最重要的一个功能就是把脆皮友军带到安全的地方。要注意【大快朵颐】的距离和冷却时间，并进行相应的走位！
-在使用【厚实表皮】时要谨慎考虑。有的时候，提早获得护盾来避免深度伤害是不错的，但有的时候，治疗效果的好处更大。","
-当你看到塔姆使用【厚实表皮】获取护盾时，要记住他是以无法获得这个技能的治疗效果为代价的。只有在【厚实表皮】冷却完毕后，他才会积累新的灰色生命值。利用这点来创造优势吧！
-如果塔姆通过喷吐小兵来骚扰你，那么可以在他喷吐后尝试反击。他的【大快朵颐】这时还未冷却完毕，因此你可以趁他无法吞噬你时赚取一些优势。"
https://lol.qq.com/data/info-defail.shtml?id=234,,
https://lol.qq.com/data/info-defail.shtml?id=235,,
https://lol.qq.com/data/info-defail.shtml?id=236,"
- 最为理想的爆发连招是冷酷追击接透体圣光。
- 热诚烈弹会呈星形爆炸。试着找一个前置目标，然后用爆炸后的流弹命中敌方英雄。
- 一旦你为圣枪洗礼选择了一个角度，你就不能再改了。等时机成熟了再出手！
- 由于被动技能“圣枪银弹”，卢锡安从攻击力中获得的收益要比从攻击速度中获得的收益还多得多。","
- 卢锡安的爆发伤害很高，但持续伤害比较低。
- 卢锡安不能改变圣枪洗礼的瞄准方向。躲过子弹的角度就能获得优势。
- 透体圣光不会给卢锡安额外的攻击距离。他仍然需要寻找一个目标来触发圣光。注意预判卢锡安将会选择的角度，就会比较容易躲掉透体圣光。"
https://lol.qq.com/data/info-defail.shtml?id=238,"
- 在你使用终极技能之前，要攒好能量和技能冷却，以最大化【R禁奥义！瞬狱影杀阵】的伤害输出。
- 快速双击【W影奥义！分身】，将会让劫立刻传送到影分身的位置，从而快速逃生。
- 在使用死亡印记前使用一次【W影奥义！分身】，能够让劫安全地从战斗中逃脱。","
- 提升攻击力的装备能提升劫的整体输出，因此在对抗劫时，护甲的作用将非常明显。
- 在劫使用了他的【W影奥义！分身】之后，他将陷入最无力的状态，因为他的伤害、减速、和机动性都依靠这个技能。
- 劫的【Q影奥义！诸刃】如果在命中敌方英雄之前，穿过了其它单位的话，那么它的伤害值会降低。
- 只有中了劫的影分身的【E影奥义！鬼斩】才会被减速，而中了劫的【E影奥义！鬼斩】则不会。"
https://lol.qq.com/data/info-defail.shtml?id=240,"
- 克烈可通过击杀小兵来产生一些勇气，但会在与英雄作战时产生更多。
- 【W暴烈秉性】的最后一次命中会造成比前三次命中更多的伤害——一定要打中喔！
- 【R冲啊——！！！】的施放距离非常可观。试着预判敌方队伍的走位，以便你能驾着斯嘎尔狠狠教训他们一番。","
- 克烈可通过以下方式产生勇气：1.用他的随身手枪和普攻对敌人造成伤害。2.击杀小兵。3.攻击建筑物或史诗级野怪。
- 在克烈处于非骑乘状态下时，要注意观察他的勇气槽——当勇气槽到达100%时，他就会重回骑乘状态并回复可观的生命值。
- 在克烈的【W暴烈秉性】准备就绪时，他会更有威胁性。"
https://lol.qq.com/data/info-defail.shtml?id=245,"
- 【R时空断裂】是一个有效的逃生手段，但它在用来进攻时也会非常给力。
- 如果你能够在一名敌方英雄身上触发【Z型驱动共振】，那么即使要承担一定风险也非常值得一试。它所提供的移速加成会让你轻松脱身。
- 【E相位俯冲】的位移是个非常好的起手技能，能让你轻松连上艾克的其它技能。用它来让【Q时间卷曲器】完成双次命中，或者达到【W时光交错】的引爆范围。","
- 艾克在终极技能没冷却的时候非常弱。要注意他留在身后的痕迹，来判断他的终极技能是否可用。
- 艾克的晕眩区域需要布置3秒。看好他在施法时创造的幻象，并试着猜一下那个区域放在哪个地方了。
- 时间卷曲器的第二次攻击造成的伤害比第一次更多；尽量避开它。"
https://lol.qq.com/data/info-defail.shtml?id=246,,
https://lol.qq.com/data/info-defail.shtml?id=254,"
- 一记完全充能的【Q强能冲拳】会造成双倍伤害。它在追击并了结溃散的敌人时非常有效。
- 【E透体之劲】会对冲击波里的任何人造成全额伤害。用它来攻击敌方小兵，从而击中躲在小兵身后的敌方英雄。
- 【R天霸横空烈轰】是一个强大的先手手段，只要记得别把剩余的队友远远甩在身后就好。","
- 一记完全充能的【Q强能冲拳】会造成双倍伤害，如果你看到蔚开始蓄力了，你应该后撤，或者尝试躲掉它。
- 如果蔚连续击中你三次，她会击碎你的护甲并获得攻击速度加成。尽量不要在大型械斗中和她接战。
- 蔚会在使用终极技能时免疫控制效果。记得把你的位移技能留到她的冲锋完成之后使用。"
https://lol.qq.com/data/info-defail.shtml?id=266,"
-在施放【暗裔利刃】时使用【暗影冲决】可提升你命中敌人的几率。
诸如【恶火束链】或你友军的定身效果等控制技能，将有助于你【暗裔利刃】的起手。
在你确保能够逼迫对方一战时施放【大灭】。","
-亚托克斯的攻击非常具有波段性，所以要利用好时间来规避他的命中区域。
亚托克斯的【恶火束链】在朝着边界或亚托克斯奔跑时会更容易离开。
在亚托克斯使用他的终极技能时，保持距离以防止他复活。"
https://lol.qq.com/data/info-defail.shtml?id=267,"
- 【Q碧波之牢】的冷却时间很长，要确保在正确的时机使用它。
- 在交战中对敌方英雄使用【W冲击之潮】，将会让团战走势朝着有利于你的方向倾斜。
- 娜美的终极技能在对远处的敌人发起先手时非常给力。","
- 碧波之牢是一个非常强力的技能，但冷却时间很长。如果娜美将这个技能放空，那么就可以趁机获取优势了。
- 怒涛之啸的作用距离非常远，但是行进速度很慢，注意它行进的方向，然后避开它就好。
- 尽量避免与被施加了唤潮之佑的单位作战，它的持续时间很短，所以避其锋芒是最有效的方法。"
https://lol.qq.com/data/info-defail.shtml?id=268,"
- 要牢记的是，除非你准备一波拼死敌人，否则不要把【W沙兵现身】的两个黄沙士兵都放出去。最好时刻把一个黄沙士兵留在手中，你可以用它来穿墙逃生，也可以在远离另一个士兵时放出来追加伤害。
- 在对线时，尽量把你的士兵放在敌方小兵和敌方英雄之间。这样一来，你就可以用它们来补刀，并对你的对手施加压力。
- 首先要把【R禁军之墙】看成一个防御型技能。你可以用它来阻止敌人追击你的队友。切记，你的队友可以走过【R禁军之墙】，因此你可以在敌方近战英雄想要开战时用它来创造优势。
- 带你超神带你飞！","
- 阿兹尔依靠他的士兵来输出伤害，并且每移动一次士兵就要等待一段时间。尽量在他的士兵无法移动时来赚取优势。
- 阿兹尔的持续输出非常可观，但缺乏其他法师那样的一次性爆发伤害。尽量在他能发起反击之前把他轰杀掉。
- 请试着把黄沙士兵看成火焰。不要站在火焰之中。"
https://lol.qq.com/data/info-defail.shtml?id=350,,
https://lol.qq.com/data/info-defail.shtml?id=360,,
https://lol.qq.com/data/info-defail.shtml?id=412,"
- 沟通，是用好锤石的【W魂引之灯】的关键。让你的队友了解你要怎样用它。
- 【Q死亡判决】和【E厄运钟摆】可以任意组合，从而形成强力连招。
- 锤石不用亲自击杀单位也可以收集灵魂。规划好你的地图走位，来尽可能多地接近死亡，从而让你最有效率地收集灵魂。","
- 锤石的【Q死亡判决】施法时间很长。留心他的施法动作，从而进行规避。
- 故意打破【R幽冥监牢】的一面墙壁，可以让一名脆弱的友军安然逃生。
- 锤石依靠收集灵魂来增加他的生存能力和伤害。在他想去收集灵魂时，给他点颜色看看。"
https://lol.qq.com/data/info-defail.shtml?id=420,"
- 触手是一种极好的力量来源。没有它们的帮助就不要进行战斗。
- 灵魂会继承目标的当前生命值。如果你的目的是制造一个
躯壳
，就要尽量削减你的对手的生命值，来让击杀灵魂变得容易些。
- 【越界信仰】 最好用于后手接队友的强力先手技能，或在战斗正在进行时使用。在自己充当团战先手时，千万要慎重。","
- 尽可能随时击杀触手将会使你更容易击败俄洛伊。
- 当你的灵魂被抽离时，尽可能予以回击。对俄洛伊造成伤害将减少灵魂的持续时间。
- 避免被【越界信仰】击中己方多人，从而减少俄洛伊生成的触手数量。"
https://lol.qq.com/data/info-defail.shtml?id=421,"
- 把隧道布满整张地图，将确保你在想要施放【R虚空猛冲】时拥有足够多的选择。
- 先施放【W遁地】，然后在地图各处移动，就能利用移动速度加成的优势，以及由【地听术】提供的安全性。
-【地听术】可以在敌人接近你时提供警告，在你进入敌方半场时尤其有用。","
- 如果你发现了雷克塞的某个隧道入口，那么你只需要踩上去一会儿，就可以摧毁这条隧道。
- 雷克塞的【E狂野之噬】会从她的怒气中获得伤害提升。在雷克塞满怒时最好小心为上。
- 当雷克塞在附近时，她可以看见你和你队友的位置，但只要你们不移动，就不会暴露位置。"
https://lol.qq.com/data/info-defail.shtml?id=427,"
- 尽量用一记精妙的【Q根深敌固】接【E种豆得瓜】来帮助友军。
- 使用【W揠苗助攻】来埋下伏击的伏笔！
- 小菊可以格挡技巧射击并拖延敌人。使用她来为你的友军阻挡伤害！","
- 艾翁非常滑头。在追杀他时千万要当心。
- 艾翁的草丛能持续很长一段时间。要当心其中的埋伏！
- 在与艾翁单独战斗时要小心，因为他可以招出小菊来帮忙！"
https://lol.qq.com/data/info-defail.shtml?id=429,"
- 撕裂是一个有用的补刀手段，因为它会在击杀一个单位后重置冷却时间。
- 进行一个触发了武术姿态的移动指令时，将不会清除掉卡莉丝塔的普攻目标。
- 由于她的被动技能，卡莉丝塔的移动速度会通过攻击速度而得到显著提升。","
- 卡莉丝塔的机动能力取决于她的攻击。这意味着她在射程内没有敌人时，机动能力会很低，并且如果她的攻速被减慢了，那么她在一场战斗中的位移距离也会被降低不少。
- 卡莉丝塔无法取消她的普攻动作。虽然她的机动能力很优秀，但是如果你预测到她要开始攻击了，那么这个特点就会为你提供一次对她施放技能的时机。
- 如果你可以脱离卡莉丝塔的视线（例如走进草丛），那么她对你进行的普通攻击就会落空，并掉到地上去。"
https://lol.qq.com/data/info-defail.shtml?id=432,"
- 收集调和之音来增强木灵们的攻击，是非常重要的，但不要怠慢了你的对线搭档！可以尝试带着另一个友军用你的【神奇旅程】在某条战线上来一次盛大登场。
- 让你的【游神圣坛】充分充能——它们会在充满能量时治疗更多生命值。
- 别忘了，敌人也可以使用你的【神奇旅程】的传送门，并且你的终极技能也会对你的友军生效！","
- 巴德的对手也可以通过他的【神奇旅程】进行传送。你可以尾随他一起进门，如果你认为安全的话。
- 你只需要踩到巴德的治疗圣坛上，就能将它们摧毁。如果巴德的队友想去吃圣坛回血，最好让他们付出点代价。
- 巴德的终极技能，【调和命运】，可以影响友军，敌军，野怪和防御塔等。有时你可以跳进它的范围来获得优势！"
https://lol.qq.com/data/info-defail.shtml?id=497,"
-洛需要附近有友军才能让他的技能运作起来。
洛的突进速度可通过他的移动速度来提升。使用爆表的速度来让你的敌人大吃一惊！
当你放任危险到来时，就知道危险有多好玩了。","
- 洛的位移技能都会预先显示目的地。
- 只要拥有快速生效的控制技能，就能很好地应对洛。
如果洛的附近没有友军，那么他的机动能力就会被严重抑制。所以尽量在洛落单时抓他。"
https://lol.qq.com/data/info-defail.shtml?id=498,"
-霞的攻击和技能会在地上留下羽毛，可供她稍后召回，造成大量范围伤害和控制效果。
-霞可以使用【R暴风羽刃】来躲避几乎所有技能，同时创造成吨的羽毛。尽量把这个技能在攻击和防御两方面的特点都利用好。","
- 霞的倒钩只会禁锢那些被3支以上羽毛所命中的目标。
- 在同一片区域与霞进行长时间的作战，会让她扔出大量羽毛。尽量边移动边打！
- 在你有万全准备时再出手杀她。千万要提防，霞的终极技能的不可被选取状态，会让战局很快变为对她更有利。"
https://lol.qq.com/data/info-defail.shtml?id=516,"
- 掌握装备的合成路线，可以帮你在线上快速选择装备进行升级。
- 【火山突堑】可以用来设置人工地形，从而威慑敌人。
- 你的技能施放顺序非常重要！尽可能将【易碎】的作用发挥至最佳。","
- 离墙体远一点。如果奥恩没有晕眩到你，那么他就没那么强大了。
- 攻击奥恩，就可以让他没法在线上制造装备。"
https://lol.qq.com/data/info-defail.shtml?id=517,"
- 等你或者敌人的血量都较低时再施放【弑君突刺】，会达到最佳效果。
- 在每次技能放出后都追加一次普攻，即可让【破敌禁法】的效果最大化。
- 对敌方终极技能的明智使用，能为己方开创新的开团机会。","
- 塞拉斯的血条可是具有欺骗性的，要当心他的【弑君突刺】！
- 尽量在塞拉斯无法获取你的终极技能时与他作战。"
https://lol.qq.com/data/info-defail.shtml?id=518,"
-你可以在[选项]菜单中将她的被动设置到热键上。默认键位是[SHIFT]+[F1~F5]
尽量选好你的【天生幻魅】的施放时机，没用好的话，就会引起敌人的警觉。","
-在对抗妮蔻时，站在小兵后面是很危险的，因为【缠结倒刺】会变得更强力。
在妮蔻处于假扮状态时，【怒放】的警告视觉效果是不可见的。"
https://lol.qq.com/data/info-defail.shtml?id=523,"
-厄斐琉斯的每件武器都有不同的优点，因此要尽量寻找利于你当前武器发挥的输出环境。","
-厄斐琉斯的每件武器都有不同的缺点，尽量挑他拿到利于你的英雄发挥的武器时进攻。要当心紫色的重力枪，它能禁锢你。"
https://lol.qq.com/data/info-defail.shtml?id=526,,
https://lol.qq.com/data/info-defail.shtml?id=555,,
https://lol.qq.com/data/info-defail.shtml?id=777,,
https://lol.qq.com/data/info-defail.shtml?id=875,,
https://lol.qq.com/data/info-defail.shtml?id=876,,
